MAGIC PREFIX: ShipSurrender_PlayerDemand	Optional cloned name.  If blank, name from column A will be used. (Typical case.)  If not blank, a new interaction will be cloned from column A, using this new name.			Clones template interaction's aInverse, but if there is ANYTHING in this cell, overwrites template aInverse with cell (and replaces magic prefix).  Entries use pipe | as separator. (Commas optionally used in each entry e.g. Name,[us],them].)  eg. STKTemplate_Intro_Allow_Friendly, STKTemplate_Intro_Allow_Criminal -> PREFIX_Intro_Allow_Friendly, PREFIX_Intro_Allow_Criminal	S			Clones loot_stk_template, then adds aCOs or aLoots:  aCOs,TestCond=1.0x1,aLoots,TestLoot=0.5x1		Clones contrigs_stk_template, then adds aReqs or aForbids:  aReqs,string,string aForbids,string,string		Common overrides: fForcedChance, 1 PSpecTestThem, YOUR_TEST_HERE, bHumanOnly, true, bRandomInverse, false etc	
Intro_Allow_Friendly		Allow friendly	Agreed. I didn't want to have to fight you.	STKShipSurrender_PlayerDemand_Exit_Truce| STKShipSurrender_PlayerDemand_Gambit_DemandMoney| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_BCER| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_BCRS				aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x23	aCOs, -StatSecurity=1.0x12			strColor, SocialStatusGreen, strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 1, PSpecTestThem, RELCloseNotEnemy	TRELCloseNotEnemy
Exit	Exit_Truce	Agree to Truce	You are free to go.		Success	3	Y	aCOs, -StatSecurity=1.0x12	aCOs, -StatSecurity=1.0x23			LootCTsUs, CTSocialCombatExitUs, LootCTsThem, CTSocialCombatExitThem, strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 1	
Gambit_Altruism	Gambit_DemandMoney	Demand Money	Offer me money.	STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_ScuttleThreat| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_1M| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_500k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_100k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_50k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_10k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_Beg| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_SwitchArrestBCER| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_SwitchArrestBCRS| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_SwitchBoarding				aCOs, -StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x12			fTargetPointRange, 0	
Gambit_Altruism	Gambit_DemandBoarding	Board Them	Stop, and prepare to be boarded.	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_ScuttleThreat| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_1M| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_500k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_100k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_50k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_10k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCER| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCRS					aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23			fTargetPointRange, 0	
Gambit_Altruism	Gambit_DemandArrest_BCER	Have GalCon Arrest Them	I'm turning you in to the Galilean Confederacy.	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCER| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCRS| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_1M| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_500k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_100k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_50k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_10k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchBoarding				aCOs, -StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12			fTargetPointRange, 0, ShipTestThem, BCER_Prisoner	ShipTestUs is in BCER region Target is CCRE or Pirate
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_Allow_BCER	GalCon Arrests Them	Very well. Preparing for hand-off.	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCER_Reward				aCOs, StatPrivacy=1.0x12	aCOs, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_Allow_BCER_Reward	Get Reward	Authorities en route.		Success	3	Y	aCOs, StatGalileanConfederacyScrip=1.0x2500				strActionGroup, Ship, fTargetPointRange, 0, LootCTsThem, CMDSurrenderArrestAndDespawn, strFactionScoreChangeLoot, TXTFactionGalCon, fFactionScoreChangeLoot, 30	Teleport crew to OKLG_UNK Delete ship Give StatFactionScrip Add FactionRep
Gambit_Altruism	Gambit_DemandArrest_BCRS	Have CCRE Arrest Them	I'm turning you in to the CCRE.	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCRS| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_1M| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_500k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_100k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_50k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_10k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchBoarding				aCOs, -StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12			fTargetPointRange, 0, ShipTestThem, BCRS_Prisoner	ShipTestUs is in BCER region Target is CCRE or Pirate
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_Allow_BCRS	CCRE Arrests Them	Very well. Preparing for hand-off.	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCRS_Reward	Success	3	Y	aCOs, StatPrivacy=1.0x12	aCOs, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_Allow_BCRS_Reward	Get Reward	Authorities en route.		Success	3	Y	aCOs, StatCCREScrip=1.0x2500				strActionGroup, Ship, fTargetPointRange, 0, LootCTsThem, CMDSurrenderArrestAndDespawn, strFactionScoreChangeLoot, TXTFactionCCRE, fFactionScoreChangeLoot, 30	Teleport crew to OKLG_UNK Delete ship Give StatFactionScrip Add FactionRep
Intro_Deny_Friendly	Gambit_DemandArrest_Deny_Friendly	Deny Arrest Friendly	This is how you treat friends?	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_Friendly_Deny_Forced, STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_Friendly_Deny, STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_Friendly_Allow_Forced, STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_Friendly_Allow,				aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23	aCOs, StatPrivacy=1.0x23, StatFamily=1.0x23			strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 1, PSpecTestThem, RELCloseNotEnemy	TRELCloseNotEnemy
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_Deny_Friendly_Deny_Forced	Betray Them (Treacherous)	My loyalty is to the cause.	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_Friendly_Deny_Reply				aCOs, StatPrivacy=1.0x12, StatFamily=1.0x23	aCOs, StatPrivacy=1.0x23, StatFamily=1.0x23	aReqs, IsTreacherous		strActionGroup, Ship, fTargetPointRange, 0	Forced if Treacherous
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_Deny_Friendly_Deny	Betray Them	My loyalty is to the cause.	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_Friendly_Deny_Reply				aCOs, StatPrivacy=1.0x12, StatFamily=1.0x23	aCOs, StatPrivacy=1.0x23, StatFamily=1.0x23	aForbids, IsLoyal, IsTreacherous		strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_Deny_Friendly_Allow_Forced	Let Them Go (Loyal)	You're right, sorry! You are free to go.		Success	3	Y	aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x23, -StatFamily=1.0x23	aCOs, -StatSecurity=1.0x23, -StatFamily=1.0x12	aReqs, IsLoyal		strActionGroup, Ship, fTargetPointRange, 0	Forced if Loyal
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_Deny_Friendly_Allow	Let Them Go	You're right, sorry! You are free to go.		Success	3	Y	aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x23, -StatFamily=1.0x23	aCOs, -StatSecurity=1.0x23, -StatFamily=1.0x12	aForbids, IsLoyal, IsTreacherous		strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_Deny_Friendly_Deny_Reply	Curse Them	You backstabbing son of a bitch.	STKShipSurrender_PlayerDemand_Intro_Deny_DcPrivacyBad,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCER,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCRS,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_Friendly,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_1M,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_500k,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_100k,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_50k,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_10k,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchBoarding,[us],[them]				aCOs, StatPrivacy=1.0x23	aCOs, StatPrivacy=1.0x23, StatFamily=1.0x23			strActionGroup, Ship, fTargetPointRange, 0, strLootRELChangeUsSeesThem, RELEnemyJob	Become Enemy
Intro_Deny_DcMeaningBad	Gambit_DemandArrest_Deny_ScuttleThreat	Threaten Scuttle	I would rather scuttle than let you on my ship.	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat_Deny				aCOs, StatPrivacy=1.0x23, -StatSelfRespect=1.0x23	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_Deny_ScuttleThreat_Allow	Let Them Go	Fine. You are free to go.		Success	3	Y	aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12	aCOs, -StatSecurity=1.0x23, -StatSelfRespect=1.0x12			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_Deny_ScuttleThreat_Deny	Call Their Bluff	You're bluffing.	STKShipSurrender_PlayerDemand_Intro_Deny_DcPrivacyBad| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCER| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCRS| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleDo| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_1M| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_500k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_100k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_50k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_10k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchBoarding				aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Deny_DcMeaningBad	Gambit_DemandArrest_Deny_ScuttleDo	Scuttle Ship	<transmission ends>		Exit	3	Y		aCOs, StatSecurity=1.0x23			strActionGroup, Ship, fTargetPointRange, 0, LootCTsUs, CMDScuttle	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_SwitchMoney_1M	Switch Give $1M	What if I give you $1M instead?	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Switch_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x90	aCOs, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive1M	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_SwitchMoney_500k	Switch Give $500k	What if I give you $500k instead?	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Switch_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x45	aCOs, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive500k	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_SwitchMoney_100k	Switch Give $100k	What if I give you $100k instead?	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Switch_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x23	aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive100k	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_SwitchMoney_50k	Switch Give $50k	What if I give you $50k instead?	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Switch_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x23	aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive50k	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_SwitchMoney_10k	Switch Give $10k	What if I give you $10k instead?	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Switch_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x46, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive10k	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_SwitchBoarding	Switch Boarding	What if I let you board my ship instead?	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Switch_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Switch_Deny				aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_Switch_Allow	Agree	Fine, prepare to be boarded.	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Allow				aCOs, StatPrivacy=1.0x12	aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandArrest_Switch_Deny	Not Good Enough	Not good enough.	STKShipSurrender_PlayerDemand_Intro_Deny_DcPrivacyBad| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCER| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCRS| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_1M| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_500k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_100k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_50k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_10k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchBoarding				aCOs, StatPrivacy=1.0x23	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Deny_Friendly	Gambit_DemandMoney_Deny_Friendly	Deny Money Friendly	This is how you treat friends?	STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_Friendly_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_Friendly_Deny				aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23	aCOs, StatPrivacy=1.0x23, StatFamily=1.0x23			strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 1	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_Deny_Friendly_Deny	Betray Them	I care more about money.	STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_Friendly_Deny_Reply				aCOs, StatPrivacy=1.0x12, StatFamily=1.0x23	aCOs, StatPrivacy=1.0x23, StatFamily=1.0x23			strActionGroup, Ship, fTargetPointRange, 0	Forced if Treacherous
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_Deny_Friendly_Allow	Let Them Go	You're right, sorry! You are free to go.		Success	3	Y	aCOs, StatPrivacy=1.0x12, -StatSecurity=1.0x23, -StatFamily=1.0x23	aCOs, -StatSecurity=1.0x23, -StatFamily=1.0x12			strActionGroup, Ship, fTargetPointRange, 0	Forced if Loyal
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_Deny_Friendly_Deny_Reply	Curse Them	You backstabbing son of a bitch.	STKShipSurrender_PlayerDemand_Intro_Deny_DcPrivacyBad,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_AllowMoney_1M,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_AllowMoney_500k,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_AllowMoney_100k,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_AllowMoney_50k,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_AllowMoney_10k,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_Beg,[us],[them]| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchBoarding,[us],[them]				aCOs, StatPrivacy=1.0x23	aCOs, StatPrivacy=1.0x23, StatFamily=1.0x23			strActionGroup, Ship, fTargetPointRange, 0, strLootRELChangeUsSeesThem, RELEnemyJob	
Intro_Deny_DcMeaningBad	Gambit_DemandMoney_Deny_ScuttleThreat	Threaten Scuttle	I would rather scuttle than pay you more.	STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_ScuttleThreat_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_ScuttleThreat_Deny				aCOs, StatPrivacy=1.0x23, -StatSelfRespect=1.0x23	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_Deny_ScuttleThreat_Allow	Let Them Go	Fine. You are free to go.		Success	3	Y	aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x12	aCOs, -StatSecurity=1.0x23, -StatSelfRespect=1.0x12			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_Deny_ScuttleThreat_Deny	Call Their Bluff	You're bluffing.	STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_ScuttleDo| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_1M| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_500k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_100k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_50k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_10k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_Beg| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchBoarding| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCER| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCRS				aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23			strActionGroup, Ship, fTargetPointRange, 0	
Intro_Deny_DcMeaningBad	Gambit_DemandMoney_Deny_ScuttleDo	Scuttle Ship	<transmission ends>		Success	3	Y		aCOs, StatSecurity=1.0x23			strActionGroup, Ship, fTargetPointRange, 0, LootCTsUs, CMDScuttle	
Intro_Allow_Blank_IgnoreCooldown	Gambit_DemandMoney_Allow_1M	Give $1M	Here's $1M.	STKShipSurrender_PlayerDemand_Exit_Truce| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_Deny				aCOs, StatPrivacy=1.0x23, -StatSecurity=1.0x90	aCOs, -StatSecurity=1.0x12			strActionGroup, Ship, fTargetPointRange, 0, strLedgerDef, SHIPReceive1M	
