MAGIC PREFIX: ShipSurrender_AIOffer	Optional cloned name.  If blank, name from column A will be used. (Typical case.)  If not blank, a new interaction will be cloned from column A, using this new name.			Clones template interaction's aInverse, but if there is ANYTHING in this cell, overwrites template aInverse with cell (and replaces magic prefix).  Entries use pipe | as separator. (Commas optionally used in each entry e.g. Name,[us],them].)  eg. STKTemplate_Intro_Allow_Friendly, STKTemplate_Intro_Allow_Criminal -> PREFIX_Intro_Allow_Friendly, PREFIX_Intro_Allow_Criminal	S			Clones loot_stk_template, then adds aCOs or aLoots:  aCOs,TestCond=1.0x1,aLoots,TestLoot=0.5x1		Clones contrigs_stk_template, then adds aReqs or aForbids:  aReqs,string,string aForbids,string,string		Common overrides: fForcedChance, 1 PSpecTestThem, YOUR_TEST_HERE, bHumanOnly, true, bRandomInverse, false etc	
Intro_Allow_TraitUs_Blank	Intro_Allow_TraitUs_Forgiving	Allow (Forgiving)	No one needs to die today. You can go.		Success	3	Y	aCOs, -StatAltruism=1.0x45, -StatSecurity=1.0x23	aCOs, -StatAltruism=1.0x23, StatMeaning=1.0x23, -StatSecurity=1.0x45	aReqs,IsForgiving		LootCTsUs, CMDConsiderSurrender, strColor, SocialStatusGreen, strContextLootThem, Default, strContextLootUs, Default, strActionGroup, Ship, fTargetPointRange, 0,	
Intro_Allow_TraitUs_Blank	Intro_Allow_TraitUs_Agliophobic	Allow (Agliophobic)	Oh? Okay. I accept.		Success	3	Y	aCOs, -StatAltruism=1.0x45, -StatSecurity=1.0x23	aCOs, -StatAltruism=1.0x23, StatMeaning=1.0x23, -StatSecurity=1.0x45	aReqs,IsAgliophobic		LootCTsUs, CMDConsiderSurrender, strColor, SocialStatusGreen, strContextLootThem, Default, strContextLootUs, Default, strActionGroup, Ship, fTargetPointRange, 0,	
Exit	Exit_Truce	Allow	You are free to go.		Success	3	Y	aCOs, -StatSecurity=1.0x12	aCOs, -StatSecurity=1.0x23			LootCTsUs, CTSocialCombatExitUs, LootCTsThem, CTSocialCombatExitThem, strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 1	
Gambit_Altruism	Gambit_AltruismSecurity_SkillPersuade	Persuade (Skill Persuade)	This fight isn't worth it. We can both walk away.	STKShipSurrender_AIOffer_Intro_Deny_BreakLock|STKShipSurrender_AIOffer_Intro_Deny_Cooldown|STKShipSurrender_AIOffer_Intro_Deny_Violated|STKShipSurrender_AIOffer_Intro_Deny_TraitUs_Cruel|STKShipSurrender_AIOffer_Intro_Deny_TraitUs_Vengeful|STKShipSurrender_AIOffer_Intro_Allow_TraitUs_Kind|STKShipSurrender_AIOffer_Intro_Allow_TraitUs_Forgiving|STKShipSurrender_AIOffer_Intro_Allow_TraitUs_Agliophobic|STKShipSurrender_AIOffer_Exit_Truce|STKShipSurrender_AIOffer_Gambit_DemandMoney| STKShipSurrender_AIOffer_Gambit_DemandBoarding| STKShipSurrender_AIOffer_Gambit_DemandArrest_BCER| STKShipSurrender_AIOffer_Gambit_DemandArrestBCRS				aCOs, -StatAchievement=1.0x23, StatAutonomy=1.0x23, StatEsteem=1.0x23, -StatMeaning=1.0x23	aCOs, StatAltruism=1.0x23, -StatMeaning=1.0x91, StatSecurity=1.0x23, StatPrivacy=1.0x45	aReqs,SkillPersuade		fTargetPointRange, 0, bHumanOnly, false	
Gambit_Altruism	Gambit_AltruismSecurity_SkillSciencePsychology	Persuade (Skill Psychology)	This fight isn't worth it. We can both walk away.	STKShipSurrender_AIOffer_Intro_Deny_BreakLock|STKShipSurrender_AIOffer_Intro_Deny_Cooldown|STKShipSurrender_AIOffer_Intro_Deny_Violated|STKShipSurrender_AIOffer_Intro_Deny_TraitUs_Cruel|STKShipSurrender_AIOffer_Intro_Deny_TraitUs_Vengeful|STKShipSurrender_AIOffer_Intro_Allow_TraitUs_Kind|STKShipSurrender_AIOffer_Intro_Allow_TraitUs_Forgiving|STKShipSurrender_AIOffer_Intro_Allow_TraitUs_Agliophobic|STKShipSurrender_AIOffer_Exit_Truce|STKShipSurrender_AIOffer_Gambit_DemandMoney| STKShipSurrender_AIOffer_Gambit_DemandBoarding| STKShipSurrender_AIOffer_Gambit_DemandArrest_BCER| STKShipSurrender_AIOffer_Gambit_DemandArrestBCRS				aCOs, -StatAchievement=1.0x23, StatAutonomy=1.0x23, StatEsteem=1.0x23, -StatMeaning=1.0x23	aCOs, StatAltruism=1.0x23, -StatMeaning=1.0x91, StatSecurity=1.0x23, StatPrivacy=1.0x45	aReqs,SkillSciencePsychology		fTargetPointRange, 0, bHumanOnly, false	
Gambit_Altruism	Gambit_Altruism_Beg	Beg	Please! I'm begging you!	STKShipSurrender_AIOffer_Intro_Deny_BreakLock|STKShipSurrender_AIOffer_Intro_Deny_Cooldown|STKShipSurrender_AIOffer_Intro_Deny_Violated|STKShipSurrender_AIOffer_Intro_Deny_TraitUs_Cruel|STKShipSurrender_AIOffer_Intro_Deny_TraitUs_Vengeful|STKShipSurrender_AIOffer_Intro_Allow_TraitUs_Kind|STKShipSurrender_AIOffer_Intro_Allow_TraitUs_Forgiving|STKShipSurrender_AIOffer_Intro_Allow_TraitUs_Agliophobic|STKShipSurrender_AIOffer_Exit_Truce|STKShipSurrender_AIOffer_Gambit_DemandMoney| STKShipSurrender_AIOffer_Gambit_DemandBoarding| STKShipSurrender_AIOffer_Gambit_DemandArrest_BCER| STKShipSurrender_AIOffer_Gambit_DemandArrestBCRS				aCOs, StatAutonomy=1.0x23, StatEsteem=1.0x45, -StatMeaning=1.0x23, StatSelfRespect=1.0x23	aCOs, StatAltruism=1.0x23, StatSecurity=1.0x23, StatPrivacy=1.0x68			fTargetPointRange, 0, bHumanOnly, false	
Gambit_Altruism	Gambit_DemandMoney	Demand Money	Offer me money.	STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Deny_ScuttleThreat| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_1M| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_500k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_100k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_50k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_10k| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_Allow_Beg| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_SwitchArrestBCER| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_SwitchArrestBCRS| STKShipSurrender_PlayerDemand_Gambit_DemandMoney_SwitchBoarding				aCOs, -StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x12			fTargetPointRange, 0	Switches stakes to Player Demand
Gambit_Altruism	Gambit_DemandBoarding	Board Them	Stop, and prepare to be boarded.	STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Allow| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_Deny_ScuttleThreat| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_1M| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_500k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_100k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_50k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchMoney_10k| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCER| STKShipSurrender_PlayerDemand_Gambit_DemandBoarding_SwitchArrestBCRS					aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x23			fTargetPointRange, 0	Switches stakes to Player Demand
Gambit_Altruism	Gambit_DemandArrest_BCER	Have GalCon Arrest Them	I'm turning you in to the Galilean Confederacy.	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCER| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCRS| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_1M| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_500k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_100k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_50k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_10k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchBoarding				aCOs, -StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12			fTargetPointRange, 0, ShipTestThem, BCER_Prisoner	ShipTestUs is in BCER region Target is CCRE or Pirate, Switches stakes to Player Demand
Gambit_Altruism	Gambit_DemandArrest_BCRS	Have CCRE Arrest Them	I'm turning you in to the CCRE.	STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCER| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Allow_BCRS| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_Friendly| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_Deny_ScuttleThreat| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_1M| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_500k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_100k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_50k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchMoney_10k| STKShipSurrender_PlayerDemand_Gambit_DemandArrest_SwitchBoarding				aCOs, -StatSecurity=1.0x12	aCOs, StatPrivacy=1.0x23, StatSecurity=1.0x12			fTargetPointRange, 0, ShipTestThem, BCRS_Prisoner	ShipTestUs is in BCER region Target is CCRE or Pirate, Switches stakes to Player Demand
													
CONDITIONS	Defaults: bResetTimer: true, nDisplaySelf: 0, nDisplayOther: 0, fDuration: 0.1, strColor : Neutral												
Name	strNameFriendly	strDesc									Other		
IsSTKShipSurrender_AIOffer_Cooldown	Surrender Offered	[us] recently offered surrender.									bRELOnly,true,fDuration,0.033		
													
CONDITION TRIGGERS													
Name													
													
LOOT													
Name													
													
CONTEXTS													
Name (strName)	strTitle	strMainText											
													
													
CONTEXT LOOT													
Loot + Source	Interactions												
Us - from this spreadsheet													
Us - from elsewhere													
Them - from this spreadsheet													
Them - from elsewhere													
