MAGIC PREFIX: ShipSurrender_PlayerOffer	Optional cloned name.  If blank, name from column A will be used. (Typical case.)  If not blank, a new interaction will be cloned from column A, using this new name.			Clones template interaction's aInverse, but if there is ANYTHING in this cell, overwrites template aInverse with cell (and replaces magic prefix).  Entries use pipe | as separator. (Commas optionally used in each entry e.g. Name,[us],them].)  eg. STKTemplate_Intro_Allow_Friendly, STKTemplate_Intro_Allow_Criminal -> PREFIX_Intro_Allow_Friendly, PREFIX_Intro_Allow_Criminal	S			Clones loot_stk_template, then adds aCOs or aLoots:  aCOs,TestCond=1.0x1,aLoots,TestLoot=0.5x1		Clones contrigs_stk_template, then adds aReqs or aForbids:  aReqs,string,string aForbids,string,string		Common overrides: fForcedChance, 1 PSpecTestThem, YOUR_TEST_HERE, bHumanOnly, true, bRandomInverse, false etc	
Intro_Deny_TraitUs_Blank	Intro_Deny_TraitUs_Vengeful	Refuse vengeful	You deserve this.	STKShipSurrender_PlayerOffer_Gambit_Altruism_1M|STKShipSurrender_PlayerOffer_Gambit_Altruism_500k|STKShipSurrender_PlayerOffer_Gambit_Altruism_100k|STKShipSurrender_PlayerOffer_Gambit_Altruism_50k|STKShipSurrender_PlayerOffer_Gambit_Altruism_10k|STKShipSurrender_PlayerOffer_Gambit_AltruismSecurity_SkillPersuade|STKShipSurrender_PlayerOffer_Gambit_AltruismSecurity_SkillSciencePsychology|STKShipSurrender_PlayerOffer_Gambit_Altruism_Beg				aCOs, StatAltruism=1.0x45, -StatAutonomy=1.0x45, StatSecurity=1.0x23	aCOs, StatAltuism=1.0x23, StatEsteem=1.0x23, StatMeaning=1.0x23, StatSecurity=1.0x45	aReqs,IsVengeful		strContextLootThem, Default, strContextLootUs, Default, strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 0	
Intro_Deny_TraitUs_Blank	Intro_Deny_Default	Refuse default	Convince me.	STKShipSurrender_PlayerOffer_Gambit_Altruism_1M|STKShipSurrender_PlayerOffer_Gambit_Altruism_500k|STKShipSurrender_PlayerOffer_Gambit_Altruism_100k|STKShipSurrender_PlayerOffer_Gambit_Altruism_50k|STKShipSurrender_PlayerOffer_Gambit_Altruism_10k|STKShipSurrender_PlayerOffer_Gambit_AltruismSecurity_SkillPersuade|STKShipSurrender_PlayerOffer_Gambit_AltruismSecurity_SkillSciencePsychology|STKShipSurrender_PlayerOffer_Gambit_Altruism_Beg				aCOs, StatAltruism=1.0x45, -StatAutonomy=1.0x45, StatSecurity=1.0x23	aCOs, StatAltuism=1.0x23, StatEsteem=1.0x23, StatMeaning=1.0x23, StatSecurity=1.0x45			strContextLootThem, Default, strContextLootUs, Default, strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 0	
Intro_Allow_Friendly		Allow friendly	Oh damn, sorry! Of course. Standing down.		Success	3	Y	aCOs, IsSTKShipSurrender_PlayerOffer_AIAccepted=1.0x1, -StatAltruism=1.0x45, -StatSecurity=1.0x23	aCOs, -StatAltruism=1.0x23, -StatFamily=1.0x45, StatMeaning=1.0x23, -StatSecurity=1.0x45			LootCTsUs, CMDConsiderSurrender, strColor, SocialStatusGreen, strContextLootThem, Default, strContextLootUs, Default, strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 1	
Intro_Allow_DcAltruismBad		Allow guilty	You know, I'm feeling nice today. Fine.		Success	3	Y	aCOs, IsSTKShipSurrender_PlayerOffer_AIAccepted=1.0x1, -StatAltruism=1.0x45, -StatSecurity=1.0x23	aCOs, -StatAltruism=1.0x23, StatMeaning=1.0x23, -StatSecurity=1.0x45			LootCTsUs, CMDConsiderSurrender, strColor, SocialStatusGreen, strContextLootThem, Default, strContextLootUs, Default, strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 1	
Intro_Allow_DcSecurityBad		Allow afraid	Oh? Okay. I accept.		Success	3	Y	aCOs, IsSTKShipSurrender_PlayerOffer_AIAccepted=1.0x1, -StatAltruism=1.0x45, -StatSecurity=1.0x23	aCOs, -StatAltruism=1.0x23, StatMeaning=1.0x23, -StatSecurity=1.0x45			LootCTsUs, CMDConsiderSurrender, strColor, SocialStatusGreen, strContextLootThem, Default, strContextLootUs, Default, strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 1	
Intro_Allow_Faction_Likes		Allow liked faction	Ok, sure. Our side needs all the help it can get.		Success	3	Y	aCOs, IsSTKShipSurrender_PlayerOffer_AIAccepted=1.0x1, -StatAltruism=1.0x45, -StatSecurity=1.0x23	aCOs, -StatAltruism=1.0x23, StatMeaning=1.0x23, -StatSecurity=1.0x45			LootCTsUs, CMDConsiderSurrender, strColor, SocialStatusGreen, strContextLootThem, Default, strContextLootUs, Default, strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 1	
Intro_Allow_TraitUs_Blank	Intro_Allow_TraitUs_Kind	Allow kind	No one needs to die today. You can go.		Success	3	Y	aCOs, IsSTKShipSurrender_PlayerOffer_AIAccepted=1.0x1, -StatAltruism=1.0x45, -StatSecurity=1.0x23	aCOs, -StatAltruism=1.0x23, StatMeaning=1.0x23, -StatSecurity=1.0x45	aReqs,IsKind		LootCTsUs, CMDConsiderSurrender, strColor, SocialStatusGreen, strContextLootThem, Default, strContextLootUs, Default, strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 1	
Intro_Allow_TraitUs_Blank	Intro_Allow_TraitUs_Forgiving	Allow forgiving	No one needs to die today. You can go.		Success	3	Y	aCOs, IsSTKShipSurrender_PlayerOffer_AIAccepted=1.0x1, -StatAltruism=1.0x45, -StatSecurity=1.0x23	aCOs, -StatAltruism=1.0x23, StatMeaning=1.0x23, -StatSecurity=1.0x45	aReqs,IsForgiving		LootCTsUs, CMDConsiderSurrender, strColor, SocialStatusGreen, strContextLootThem, Default, strContextLootUs, Default, strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 1	
Intro_Allow_TraitUs_Blank	Intro_Allow_TraitUs_Agliophobic	Allow agliophobic	Oh? Okay. I accept.		Success	3	Y	aCOs, IsSTKShipSurrender_PlayerOffer_AIAccepted=1.0x1, -StatAltruism=1.0x45, -StatSecurity=1.0x23	aCOs, -StatAltruism=1.0x23, StatMeaning=1.0x23, -StatSecurity=1.0x45	aReqs,IsAgliophobic		LootCTsUs, CMDConsiderSurrender, strColor, SocialStatusGreen, strContextLootThem, Default, strContextLootUs, Default, strActionGroup, Ship, fTargetPointRange, 0, fForcedChance, 1	
Gambit_Altruism	Gambit_Altruism_1M	Offer $1M	Here's $1M!	STKShipSurrender_PlayerOffer_Intro_Deny_BreakLock|STKShipSurrender_PlayerOffer_Intro_Deny_Enemy|STKShipSurrender_PlayerOffer_Intro_Deny_DcPrivacyBad|STKShipSurrender_PlayerOffer_Intro_Deny_Cooldown|STKShipSurrender_PlayerOffer_Intro_Deny_Violated|STKShipSurrender_PlayerOffer_Intro_Deny_Faction_Dislikes|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Cruel|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Vengeful|STKShipSurrender_PlayerOffer_Intro_Deny_Default|STKShipSurrender_PlayerOffer_Intro_Allow_Friendly|STKShipSurrender_PlayerOffer_Intro_Allow_DcAltruismBad|STKShipSurrender_PlayerOffer_Intro_Allow_DcSecurityBad|STKShipSurrender_PlayerOffer_Intro_Allow_Faction_Likes|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Kind|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Forgiving|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Agliophobic				aCOs, StatAutonomy=1.0x23, StatEsteem=1.0x23, -StatMeaning=1.0x23	aCOs, StatAltruism=1.0x113, -StatAchievement=1.0x113, StatPrivacy=1.0x12			fTargetPointRange, 0, strLedgerDef, SHIPSurrender1M	
Gambit_Altruism	Gambit_Altruism_500k	Offer $500k	Here's $500k!	STKShipSurrender_PlayerOffer_Intro_Deny_BreakLock|STKShipSurrender_PlayerOffer_Intro_Deny_Enemy|STKShipSurrender_PlayerOffer_Intro_Deny_DcPrivacyBad|STKShipSurrender_PlayerOffer_Intro_Deny_Cooldown|STKShipSurrender_PlayerOffer_Intro_Deny_Violated|STKShipSurrender_PlayerOffer_Intro_Deny_Faction_Dislikes|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Cruel|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Vengeful|STKShipSurrender_PlayerOffer_Intro_Deny_Default|STKShipSurrender_PlayerOffer_Intro_Allow_Friendly|STKShipSurrender_PlayerOffer_Intro_Allow_DcAltruismBad|STKShipSurrender_PlayerOffer_Intro_Allow_DcSecurityBad|STKShipSurrender_PlayerOffer_Intro_Allow_Faction_Likes|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Kind|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Forgiving|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Agliophobic				aCOs, StatAutonomy=1.0x23, StatEsteem=1.0x23, -StatMeaning=1.0x23	aCOs, StatAltruism=1.0x91, -StatAchievement=1.0x91, StatPrivacy=1.0x12			fTargetPointRange, 0, strLedgerDef, SHIPSurrender500k	
Gambit_Altruism	Gambit_Altruism_100k	Offer $100k	Here's $100k!	STKShipSurrender_PlayerOffer_Intro_Deny_BreakLock|STKShipSurrender_PlayerOffer_Intro_Deny_Enemy|STKShipSurrender_PlayerOffer_Intro_Deny_DcPrivacyBad|STKShipSurrender_PlayerOffer_Intro_Deny_Cooldown|STKShipSurrender_PlayerOffer_Intro_Deny_Violated|STKShipSurrender_PlayerOffer_Intro_Deny_Faction_Dislikes|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Cruel|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Vengeful|STKShipSurrender_PlayerOffer_Intro_Deny_Default|STKShipSurrender_PlayerOffer_Intro_Allow_Friendly|STKShipSurrender_PlayerOffer_Intro_Allow_DcAltruismBad|STKShipSurrender_PlayerOffer_Intro_Allow_DcSecurityBad|STKShipSurrender_PlayerOffer_Intro_Allow_Faction_Likes|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Kind|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Forgiving|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Agliophobic				aCOs, StatAutonomy=1.0x23, StatEsteem=1.0x23, -StatMeaning=1.0x23	aCOs, StatAltruism=1.0x68, -StatAchievement=1.0x68, StatPrivacy=1.0x12			fTargetPointRange, 0, strLedgerDef, SHIPSurrender100k	
Gambit_Altruism	Gambit_Altruism_50k	Offer $50k	Here's $50k!	STKShipSurrender_PlayerOffer_Intro_Deny_BreakLock|STKShipSurrender_PlayerOffer_Intro_Deny_Enemy|STKShipSurrender_PlayerOffer_Intro_Deny_DcPrivacyBad|STKShipSurrender_PlayerOffer_Intro_Deny_Cooldown|STKShipSurrender_PlayerOffer_Intro_Deny_Violated|STKShipSurrender_PlayerOffer_Intro_Deny_Faction_Dislikes|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Cruel|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Vengeful|STKShipSurrender_PlayerOffer_Intro_Deny_Default|STKShipSurrender_PlayerOffer_Intro_Allow_Friendly|STKShipSurrender_PlayerOffer_Intro_Allow_DcAltruismBad|STKShipSurrender_PlayerOffer_Intro_Allow_DcSecurityBad|STKShipSurrender_PlayerOffer_Intro_Allow_Faction_Likes|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Kind|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Forgiving|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Agliophobic				aCOs, StatAutonomy=1.0x23, StatEsteem=1.0x23, -StatMeaning=1.0x23	aCOs, StatAltruism=1.0x45, -StatAchievement=1.0x45, StatPrivacy=1.0x23			fTargetPointRange, 0, strLedgerDef, SHIPSurrender50k	
Gambit_Altruism	Gambit_Altruism_10k	Offer $10k	Here's $10k!	STKShipSurrender_PlayerOffer_Intro_Deny_BreakLock|STKShipSurrender_PlayerOffer_Intro_Deny_Enemy|STKShipSurrender_PlayerOffer_Intro_Deny_DcPrivacyBad|STKShipSurrender_PlayerOffer_Intro_Deny_Cooldown|STKShipSurrender_PlayerOffer_Intro_Deny_Violated|STKShipSurrender_PlayerOffer_Intro_Deny_Faction_Dislikes|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Cruel|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Vengeful|STKShipSurrender_PlayerOffer_Intro_Deny_Default|STKShipSurrender_PlayerOffer_Intro_Allow_Friendly|STKShipSurrender_PlayerOffer_Intro_Allow_DcAltruismBad|STKShipSurrender_PlayerOffer_Intro_Allow_DcSecurityBad|STKShipSurrender_PlayerOffer_Intro_Allow_Faction_Likes|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Kind|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Forgiving|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Agliophobic				aCOs, StatAutonomy=1.0x23, StatEsteem=1.0x23, -StatMeaning=1.0x23	aCOs, StatAltruism=1.0x23, -StatAchievement=1.0x23, StatPrivacy=1.0x45			fTargetPointRange, 0, strLedgerDef, SHIPSurrender10k	
Gambit_Altruism	Gambit_AltruismSecurity_SkillPersuade	Persuade (Skill Persuade)	This fight isn't worth it. We can both walk away.	STKShipSurrender_PlayerOffer_Intro_Deny_BreakLock|STKShipSurrender_PlayerOffer_Intro_Deny_Enemy|STKShipSurrender_PlayerOffer_Intro_Deny_DcPrivacyBad|STKShipSurrender_PlayerOffer_Intro_Deny_Cooldown|STKShipSurrender_PlayerOffer_Intro_Deny_Violated|STKShipSurrender_PlayerOffer_Intro_Deny_Faction_Dislikes|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Cruel|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Vengeful|STKShipSurrender_PlayerOffer_Intro_Deny_Default|STKShipSurrender_PlayerOffer_Intro_Allow_Friendly|STKShipSurrender_PlayerOffer_Intro_Allow_DcAltruismBad|STKShipSurrender_PlayerOffer_Intro_Allow_DcSecurityBad|STKShipSurrender_PlayerOffer_Intro_Allow_Faction_Likes|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Kind|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Forgiving|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Agliophobic				aCOs, -StatAchievement=1.0x23, StatAutonomy=1.0x23, StatEsteem=1.0x23, -StatMeaning=1.0x23	aCOs, StatAltruism=1.0x23, -StatMeaning=1.0x91, StatSecurity=1.0x23, StatPrivacy=1.0x45	aReqs,SkillPersuade		fTargetPointRange, 0	
Gambit_Altruism	Gambit_AltruismSecurity_SkillSciencePsychology	Persuade (Skill Psychology)	This fight isn't worth it. We can both walk away.	STKShipSurrender_PlayerOffer_Intro_Deny_BreakLock|STKShipSurrender_PlayerOffer_Intro_Deny_Enemy|STKShipSurrender_PlayerOffer_Intro_Deny_DcPrivacyBad|STKShipSurrender_PlayerOffer_Intro_Deny_Cooldown|STKShipSurrender_PlayerOffer_Intro_Deny_Violated|STKShipSurrender_PlayerOffer_Intro_Deny_Faction_Dislikes|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Cruel|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Vengeful|STKShipSurrender_PlayerOffer_Intro_Deny_Default|STKShipSurrender_PlayerOffer_Intro_Allow_Friendly|STKShipSurrender_PlayerOffer_Intro_Allow_DcAltruismBad|STKShipSurrender_PlayerOffer_Intro_Allow_DcSecurityBad|STKShipSurrender_PlayerOffer_Intro_Allow_Faction_Likes|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Kind|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Forgiving|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Agliophobic				aCOs, -StatAchievement=1.0x23, StatAutonomy=1.0x23, StatEsteem=1.0x23, -StatMeaning=1.0x23	aCOs, StatAltruism=1.0x23, -StatMeaning=1.0x91, StatSecurity=1.0x23, StatPrivacy=1.0x45	aReqs,SkillSciencePsychology		fTargetPointRange, 0	
Gambit_Altruism	Gambit_Altruism_Beg	Beg	Please! I'm begging you!	STKShipSurrender_PlayerOffer_Intro_Deny_BreakLock|STKShipSurrender_PlayerOffer_Intro_Deny_Enemy|STKShipSurrender_PlayerOffer_Intro_Deny_DcPrivacyBad|STKShipSurrender_PlayerOffer_Intro_Deny_Cooldown|STKShipSurrender_PlayerOffer_Intro_Deny_Violated|STKShipSurrender_PlayerOffer_Intro_Deny_Faction_Dislikes|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Cruel|STKShipSurrender_PlayerOffer_Intro_Deny_TraitUs_Vengeful|STKShipSurrender_PlayerOffer_Intro_Deny_Default|STKShipSurrender_PlayerOffer_Intro_Allow_Friendly|STKShipSurrender_PlayerOffer_Intro_Allow_DcAltruismBad|STKShipSurrender_PlayerOffer_Intro_Allow_DcSecurityBad|STKShipSurrender_PlayerOffer_Intro_Allow_Faction_Likes|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Kind|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Forgiving|STKShipSurrender_PlayerOffer_Intro_Allow_TraitUs_Agliophobic				aCOs, StatAutonomy=1.0x23, StatEsteem=1.0x45, -StatMeaning=1.0x23, StatSelfRespect=1.0x23	aCOs, StatAltruism=1.0x23, StatSecurity=1.0x23, StatPrivacy=1.0x68			fTargetPointRange, 0	
CONDITIONS	Defaults: bResetTimer: true, nDisplaySelf: 0, nDisplayOther: 0, fDuration: 0.1, strColor : Neutral												
Name	strNameFriendly	strDesc									Other		
IsSTKShipSurrender_PlayerOffer_Ceasefire_Violated	Ceasefire Violated	[us] was violated a ceasefire recently, and will not get it again.									bRELOnly,true,fDuration:1.0		
IsSTKShipSurrender_PlayerOffer_AIAccepted	Surrender Accepted	[us] accepted player's surrender offer.									bRELOnly,true,fDuration:1.0		
											bRELOnly,true		
CONDITION TRIGGERS													
Name													
													
LOOT													
Name													
													
CONTEXTS													
Name (strName)	strTitle	strMainText											
													
													
CONTEXT LOOT													
Loot + Source	Interactions												
Us - from this spreadsheet													
Us - from elsewhere													
Them - from this spreadsheet													
Them - from elsewhere													
